URL,Type,Changed?,Before hash,After hash,Reason,Approved workstream,Source
/blog/รับซื้อ-macbook-pro-m2-ราคาเท่าไหร่/,Blog,no,830c3c6947fa30e3,830c3c6947fa30e3,,,src/content/blog/รับซื้อ-macbook-pro-m2-ราคาเท่าไหร่.md
/blog/รับซื้อ-macbook-pro-m3-ราคาเท่าไหร่/,Blog,no,e4dca07db9844d0c,e4dca07db9844d0c,,,src/content/blog/รับซื้อ-macbook-pro-m3-ราคาเท่าไหร่.md
/blog/รับซื้อ-macbook-pro-m4-ราคาเท่าไหร่/,Blog,no,79437f2b0d4cda71,79437f2b0d4cda71,,,src/content/blog/รับซื้อ-macbook-pro-m4-ราคาเท่าไหร่.md
/blog/รับซื้อ-macbook-pro-m5-ราคาเท่าไหร่/,Blog,no,1a19eafc0f4e3cc8,1a19eafc0f4e3cc8,,,src/content/blog/รับซื้อ-macbook-pro-m5-ราคาเท่าไหร่.md
/blog/รับซื้อ-msi-katana-15-cyborg-15-stealth-ราคาเท่าไหร่/,Blog,no,964c6535f8e724d1,964c6535f8e724d1,,,src/content/blog/รับซื้อ-msi-katana-15-cyborg-15-stealth-ราคาเท่าไหร่.md
/blog/รับซื้อ-msi-katana-cyborg-stealth-raider-ราคาเท่าไหร่/,Blog,no,b207a62f7548ec69,b207a62f7548ec69,,,src/content/blog/รับซื้อ-msi-katana-cyborg-stealth-raider-ราคาเท่าไหร่.md
/blog/รับซื้อ-msi-modern-ราคาเท่าไหร่/,Blog,yes,7cdc18df2431d744,830ae1abf2f2ea13,selective_blog_enrichment,C,src/content/blog/รับซื้อ-msi-modern-ราคาเท่าไหร่.md
/blog/รับซื้อ-notebook-คู่มือผู้ขายจากสเปกถึงการนัดรับ/,Blog,no,feb9da3126b285a1,feb9da3126b285a1,,,src/content/blog/รับซื้อ-notebook-คู่มือผู้ขายจากสเปกถึงการนัดรับ.md
/blog/รับซื้อ-razer-blade-ราคาเท่าไหร่/,Blog,yes,202c9b8dcf795cfc,9739067fe99418c2,selective_blog_enrichment,C,src/content/blog/รับซื้อ-razer-blade-ราคาเท่าไหร่.md
/blog/รับซื้อ-samsung-galaxy-book-ราคาเท่าไหร่/,Blog,yes,5453fc38b399d9f4,30bfebab99766deb,selective_blog_enrichment,C,src/content/blog/รับซื้อ-samsung-galaxy-book-ราคาเท่าไหร่.md
/blog/รับซื้อ-surface-laptop-go-book-pro-ราคาเท่าไหร่/,Blog,yes,9e9f7cfe2e4fc18f,cca72dc4fc476a64,selective_blog_enrichment,C,src/content/blog/รับซื้อ-surface-laptop-go-book-pro-ราคาเท่าไหร่.md
/blog/รับซื้อ-surface-laptop-pro-ราคาเท่าไหร่/,Blog,no,004cac2824922d9b,004cac2824922d9b,,,src/content/blog/รับซื้อ-surface-laptop-pro-ราคาเท่าไหร่.md
/blog/รับซื้อ-thinkpad-x1-carbon-t14-e14-e15-ราคาเท่าไหร่/,Blog,no,ce389c6e1f9f6abb,ce389c6e1f9f6abb,,,src/content/blog/รับซื้อ-thinkpad-x1-carbon-t14-e14-e15-ราคาเท่าไหร่.md
/blog/รับซื้อโน๊ตบุ๊ค-core-i5-i7-ryzen-5-7-ราคาเท่าไหร่/,Blog,no,d1d9b9659025455d,d1d9b9659025455d,,,src/content/blog/รับซื้อโน๊ตบุ๊ค-core-i5-i7-ryzen-5-7-ราคาเท่าไหร่.md
/blog/รับซื้อโน๊ตบุ๊ค-คู่มือครบวงจรสำหรับผู้ขาย/,Blog,no,7172b2e6901876ea,7172b2e6901876ea,,,src/content/blog/รับซื้อโน๊ตบุ๊ค-คู่มือครบวงจรสำหรับผู้ขาย.md
/blog/รับซื้อโน๊ตบุ๊ค-ราคาเท่าไหร่/,Blog,no,daa06d88b5bad223,daa06d88b5bad223,,,src/content/blog/รับซื้อโน๊ตบุ๊ค-ราคาเท่าไหร่.md
/blog/รับซื้อโน๊ตบุ๊คมือสอง-คู่มือผู้ขายฉบับลึก/,Blog,no,aadf843d2fb5e87c,aadf843d2fb5e87c,,,src/content/blog/รับซื้อโน๊ตบุ๊คมือสอง-คู่มือผู้ขายฉบับลึก.md
/blog/รับซื้อโน๊ตบุ๊คออนไลน์-ส่งรูปประเมินราคาผ่านไลน์/,Blog,no,1ab2602f1ce550c4,1ab2602f1ce550c4,,,src/content/blog/รับซื้อโน๊ตบุ๊คออนไลน์-ส่งรูปประเมินราคาผ่านไลน์.md
/blog/ร้านรับซื้อโน๊ตบุ๊ค-วิธีเลือกร้านที่ปลอดภัยและไม่โดนหลอก/,Blog,no,c9bea4870174cf73,c9bea4870174cf73,,,src/content/blog/ร้านรับซื้อโน๊ตบุ๊ค-วิธีเลือกร้านที่ปลอดภัยและไม่โดนหลอก.md
/blog/ร้านรับซื้อโน๊ตบุ๊ค-เช็คราคาโน๊ตบุ๊ค-ประเมินราคา-คีย์หลัก/,Blog,no,25f0d2ba369be989,25f0d2ba369be989,,,src/content/blog/ร้านรับซื้อโน๊ตบุ๊ค-เช็คราคาโน๊ตบุ๊ค-ประเมินราคา-คีย์หลัก.md
/blog/วิธีดูรุ่นโน๊ตบุ๊ค-windows-ก่อนส่งประเมินราคา/,Blog,no,22bbd0b8179f861f,22bbd0b8179f861f,,,src/content/blog/วิธีดูรุ่นโน๊ตบุ๊ค-windows-ก่อนส่งประเมินราคา.md
/blog/วิธีดูสเปก-cpu-ram-ssd-ของโน๊ตบุ๊ค/,Blog,yes,a7fcf7917116b792,880431e1d5fe4b5e,selective_blog_enrichment,C,src/content/blog/วิธีดูสเปก-cpu-ram-ssd-ของโน๊ตบุ๊ค.md
/blog/วิธีเช็คสุขภาพแบตโน๊ตบุ๊ค-windows/,Blog,no,ff3299274862be04,ff3299274862be04,,,src/content/blog/วิธีเช็คสุขภาพแบตโน๊ตบุ๊ค-windows.md
/blog/วิธีเช็คสเปกโน๊ตบุ๊ค-windows-ก่อนขาย/,Blog,no,d938e5305542f604,d938e5305542f604,,,src/content/blog/วิธีเช็คสเปกโน๊ตบุ๊ค-windows-ก่อนขาย.md
/blog/อะไรทำให้ราคาโน๊ตบุ๊คมือสองลดลง/,Blog,no,a90f9346590bc1aa,a90f9346590bc1aa,,,src/content/blog/อะไรทำให้ราคาโน๊ตบุ๊คมือสองลดลง.md
/blog/ฮาร์ดดิสก์กับ-ssd-ผลต่อราคารับซื้อโน๊ตบุ๊คมือสอง/,Blog,no,8c6d739c0d823fb7,8c6d739c0d823fb7,,,src/content/blog/ฮาร์ดดิสก์กับ-ssd-ผลต่อราคารับซื้อโน๊ตบุ๊คมือสอง.md
/blog/ฮาร์ดดิสก์เสียขายได้ไหม/,Blog,no,592fd1ee6baa4a26,592fd1ee6baa4a26,,,src/content/blog/ฮาร์ดดิสก์เสียขายได้ไหม.md
/blog/เช็คราคาโน๊ตบุ๊ค-ตีราคาโน๊ตบุ๊ค-ประเมินราคา-ต่างกันอย่างไร/,Blog,no,e513cb37af0213a6,e513cb37af0213a6,,,src/content/blog/เช็คราคาโน๊ตบุ๊ค-ตีราคาโน๊ตบุ๊ค-ประเมินราคา-ต่างกันอย่างไร.md
/blog/เช็คลิสต์ถ่ายรูปโน๊ตบุ๊คก่อนส่งประเมินราคา/,Blog,no,3967c02946b0222a,3967c02946b0222a,,,src/content/blog/เช็คลิสต์ถ่ายรูปโน๊ตบุ๊คก่อนส่งประเมินราคา.md
/blog/โน๊ตบุ๊ค-hdmi-เสียขายได้ไหม/,Blog,no,211960f3e2840d22,211960f3e2840d22,,,src/content/blog/โน๊ตบุ๊ค-hdmi-เสียขายได้ไหม.md
/blog/โน๊ตบุ๊คคีย์บอร์ดเสียขายได้ไหม/,Blog,no,cf608af9b5c17cfb,cf608af9b5c17cfb,,,src/content/blog/โน๊ตบุ๊คคีย์บอร์ดเสียขายได้ไหม.md
/blog/โน๊ตบุ๊คค้างบ่อยขายได้ไหม/,Blog,no,85699391f4f846ed,85699391f4f846ed,,,src/content/blog/โน๊ตบุ๊คค้างบ่อยขายได้ไหม.md
/blog/โน๊ตบุ๊คจอกระพริบขายได้ไหม/,Blog,no,4bf9eeefc38d497b,4bf9eeefc38d497b,,,src/content/blog/โน๊ตบุ๊คจอกระพริบขายได้ไหม.md
/blog/โน๊ตบุ๊คจอฟ้าขายได้ไหม/,Blog,no,13bc863f704c0ce8,13bc863f704c0ce8,,,src/content/blog/โน๊ตบุ๊คจอฟ้าขายได้ไหม.md
/blog/โน๊ตบุ๊คจอมีเส้นขายได้ไหม/,Blog,no,a73a32d68e267d56,a73a32d68e267d56,,,src/content/blog/โน๊ตบุ๊คจอมีเส้นขายได้ไหม.md
/blog/โน๊ตบุ๊คจอแตกยังมีราคาไหม/,Blog,no,201bfad5629bb5f8,201bfad5629bb5f8,,,src/content/blog/โน๊ตบุ๊คจอแตกยังมีราคาไหม.md
/blog/โน๊ตบุ๊คจอไม่ติดแต่เครื่องติดขายได้ไหม/,Blog,no,daa0a8ea9bb79909,daa0a8ea9bb79909,,,src/content/blog/โน๊ตบุ๊คจอไม่ติดแต่เครื่องติดขายได้ไหม.md
/blog/โน๊ตบุ๊คชาร์จไม่เข้า-พอร์ตชาร์จเสียขายได้ไหม/,Blog,no,2171bce4fc30ab7c,2171bce4fc30ab7c,,,src/content/blog/โน๊ตบุ๊คชาร์จไม่เข้า-พอร์ตชาร์จเสียขายได้ไหม.md
/blog/โน๊ตบุ๊คช่องหูฟังเสียขายได้ไหม/,Blog,no,0901eedd08d0a6be,0901eedd08d0a6be,,,src/content/blog/โน๊ตบุ๊คช่องหูฟังเสียขายได้ไหม.md
/blog/โน๊ตบุ๊คติดรหัส-windows-ขายได้ไหม/,Blog,no,4b0b0e7c73f5f536,4b0b0e7c73f5f536,,,src/content/blog/โน๊ตบุ๊คติดรหัส-windows-ขายได้ไหม.md
/blog/โน๊ตบุ๊คทัชสกรีนเสียขายได้ไหม/,Blog,no,26ef2384c7697321,26ef2384c7697321,,,src/content/blog/โน๊ตบุ๊คทัชสกรีนเสียขายได้ไหม.md
/blog/โน๊ตบุ๊คบลูทูธใช้ไม่ได้ขายได้ไหม/,Blog,no,975b61d183cc0470,975b61d183cc0470,,,src/content/blog/โน๊ตบุ๊คบลูทูธใช้ไม่ได้ขายได้ไหม.md
/blog/โน๊ตบุ๊คบอดี้แตกขายได้ไหม/,Blog,no,6a38273a8ce1bf31,6a38273a8ce1bf31,,,src/content/blog/โน๊ตบุ๊คบอดี้แตกขายได้ไหม.md
/blog/โน๊ตบุ๊คบานพับแตกขายได้ไหม/,Blog,no,d232c5a5fbc32e3c,d232c5a5fbc32e3c,,,src/content/blog/โน๊ตบุ๊คบานพับแตกขายได้ไหม.md
/blog/โน๊ตบุ๊คบูตวนขายได้ไหม/,Blog,no,0890e0c84c4b0c22,0890e0c84c4b0c22,,,src/content/blog/โน๊ตบุ๊คบูตวนขายได้ไหม.md
/blog/โน๊ตบุ๊คฝาหลังบวมขายได้ไหม/,Blog,no,dfff0333ad1f0f29,dfff0333ad1f0f29,,,src/content/blog/โน๊ตบุ๊คฝาหลังบวมขายได้ไหม.md
/blog/โน๊ตบุ๊คฝาหลังร้าวขายได้ไหม/,Blog,no,09e5dd66f227393c,09e5dd66f227393c,,,src/content/blog/โน๊ตบุ๊คฝาหลังร้าวขายได้ไหม.md
/blog/โน๊ตบุ๊คพอร์ต-type-c-เสียขายได้ไหม/,Blog,no,03ecd11ead3e35c5,03ecd11ead3e35c5,,,src/content/blog/โน๊ตบุ๊คพอร์ต-type-c-เสียขายได้ไหม.md
/blog/โน๊ตบุ๊คพอร์ตแลนเสียขายได้ไหม/,Blog,no,1dde136a3b594846,1dde136a3b594846,,,src/content/blog/โน๊ตบุ๊คพอร์ตแลนเสียขายได้ไหม.md
/blog/โน๊ตบุ๊คพัดลมดังขายได้ไหม/,Blog,no,49fe8d11e7340730,49fe8d11e7340730,,,src/content/blog/โน๊ตบุ๊คพัดลมดังขายได้ไหม.md
/blog/โน๊ตบุ๊คมีประกันเหลือ-ขายมือสองได้เปรียบเรื่องราคาไหม/,Blog,no,e51a490bae8312fe,e51a490bae8312fe,,,src/content/blog/โน๊ตบุ๊คมีประกันเหลือ-ขายมือสองได้เปรียบเรื่องราคาไหม.md
/blog/โน๊ตบุ๊ครีสตาร์ทเองขายได้ไหม/,Blog,no,d3fb69d1ab544f69,d3fb69d1ab544f69,,,src/content/blog/โน๊ตบุ๊ครีสตาร์ทเองขายได้ไหม.md
/blog/โน๊ตบุ๊คร้อนจัดดับเองขายได้ไหม/,Blog,no,6d67cb323510da96,6d67cb323510da96,,,src/content/blog/โน๊ตบุ๊คร้อนจัดดับเองขายได้ไหม.md
/blog/โน๊ตบุ๊คเปิดไม่ติดขายได้ไหม/,Blog,no,b39233d0dc42a62b,b39233d0dc42a62b,,,src/content/blog/โน๊ตบุ๊คเปิดไม่ติดขายได้ไหม.md
/blog/โน๊ตบุ๊คเสียขายได้ไหม/,Blog,no,3110249204a9d2a7,3110249204a9d2a7,,,src/content/blog/โน๊ตบุ๊คเสียขายได้ไหม.md
/blog/โน๊ตบุ๊คแบตบวมขายได้ไหม/,Blog,no,cc43055c5262ab2e,cc43055c5262ab2e,,,src/content/blog/โน๊ตบุ๊คแบตบวมขายได้ไหม.md
/blog/โน๊ตบุ๊คแบตเสื่อมขายได้ไหม/,Blog,no,580e7b9c37398ba2,580e7b9c37398ba2,,,src/content/blog/โน๊ตบุ๊คแบตเสื่อมขายได้ไหม.md
/blog/โน๊ตบุ๊คโดนน้ำขายได้ไหม/,Blog,no,12309a2c6f288b0b,12309a2c6f288b0b,,,src/content/blog/โน๊ตบุ๊คโดนน้ำขายได้ไหม.md
/blog/โน๊ตบุ๊คไฟไม่เข้าขายได้ไหม/,Blog,no,d86c23eef9b1f202,d86c23eef9b1f202,,,src/content/blog/โน๊ตบุ๊คไฟไม่เข้าขายได้ไหม.md
/blog/โน๊ตบุ๊คไม่มีที่ชาร์จขายได้ไหม/,Blog,yes,f34181e96ca305c9,c7518cddb8cfbefe,selective_blog_enrichment,C,src/content/blog/โน๊ตบุ๊คไม่มีที่ชาร์จขายได้ไหม.md
/รับซื้อโน๊ตบุ๊ค/{location}/{brand|condition}/,Noindex combo,no,1ced6c1749ddd125,1ced6c1749ddd125,,,src/pages/รับซื้อโน๊ตบุ๊ค/[location]/[slug].astro
